,language,russian_ipa_segments,target_ipa_segments,count,corresponding_target_ipa
487,Avar,s,sː,4,"[""k-'a-sː-a"", ""m-a-sː-'a-ʒ"", ""r-e-sː-'o-r-0"", ""s-b-e-r-k-'a-sː-a""]"
488,Avar,s,tʃ,1,"[""tʃ-a-k-'a-r""]"
489,Avar,sʲ,s,39,"[""a-p-e-l-s-'i-n"", ""d-i-sː-s-e-r-t-'a-ts-i-j-a"", ""d-i-w-'e-r-s-i-j-a"", ""e-k-s-k-'u-r-s-i-j-a"", ""k-o-m-'i-s-i-j-a"", ""k-o-n-s-e-r-w-a-t-'o-r-i-j-a"", ""m-a-r-k-s-'i-s-t"", ""m-a-r-k-s-'i-z-m"", ""p-'e-n-s-i-j-a"", ""p-a-s-'a-k"", ""p-e-n-s-i-o-n-'e-r"", ""p-r-e-d-s-e-d-'a-t-e-l"", ""p-r-o-m-'i-ʃ-l-e-n-o-s-t"", ""r-a-s-'i-z-m"", ""s-'e-j-f"", ""s-'e-r-i-j-a"", ""s-'e-s-i-j-a"", ""s-'e-s-i-j-a"", ""s-'i-f-i-l-i-s"", ""s-e-'a-n-s"", ""s-e-k-'u-n-d-0"", ""s-e-k-r-e-t-'a-r"", ""s-e-m-i-n-'a-r"", ""s-e-n-t-'a-b-r"", ""s-e-p-a-r-'a-t-o-r"", ""s-e-r-w-'i-z"", ""s-e-r-ʒ-'a-n-t"", 's-e-t-k-a', ""s-e-w-'e-r"", ""s-i-g-'a-r-'e-t-0"", ""s-i-g-'a-r-a"", ""s-i-g-n-'a-l"", ""s-i-l-'o-s"", ""s-i-r-'o-p"", ""t-a-k-s-'i"", ""u-n-i-w-e-r-s-i-t-'e-t"", ""w-e-l-o-s-i-p-'e-d"", ""z-a-s-e-d-'a-t-e-l"", 'z-a-s-e-d-a-n-i-j-e']"
490,Avar,sʲ,sː,2,"[""d-i-sː-s-e-r-t-'a-ts-i-j-a"", ""g-e-n-a-r-a-l-'i-sː-i-m-u-s""]"
491,Avar,sʲ,tʃ,1,['tʃ-i-t-0-0']
492,Avar,sʲ,ʃ,1,"[""ʃ-a-r-'a-b""]"
493,Avar,t,0,1,"[""p-'o-tʃ-0-0""]"
494,Avar,t,t,310,"[""f-i-z-k-u-l-t-'u-r-a"", ""s-o-l-d-'a-t"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""a-b-'o-r-t"", ""a-d-w-'a-k-a-t"", ""a-g-i-t-'a-ts-i-j-a"", ""a-g-i-t-a-t-'o-r"", ""a-g-i-t-a-t-'o-r"", ""a-gʲ-i-t-p-'u-n-k-t"", ""a-gʲ-i-t-p-'u-n-k-t"", ""a-l-f-a-w-'i-t"", ""a-m-b-u-l-a-t-'o-r-i-j-a"", ""a-n-t-'e-n-a"", ""a-p-p-a-r-'a-t"", ""a-r-t-'e-l"", ""a-r-t-'i-s-t"", ""a-r-t-'i-s-t-k-a"", ""a-t-t-e-s-t-'a-t"", ""a-t-t-e-s-t-'a-t"", ""a-w-t-'o-b-u-s"", ""a-w-t-a-b-i-o-g-r-'a-f-i-j-a"", ""a-w-t-a-m-'a-t"", ""a-w-t-a-m-'a-t"", ""a-w-t-a-m-a-b-'i-l"", ""a-w-t-a-m-a-ʃ-'i-n-a"", ""a-w-t-a-n-'o-mʲ-i-j-a"", ""a-w-t-a-r-'u-tʃ-k-a"", ""b-'i-l-e-t"", ""b-a-n-k-'e-t"", ""b-e-t-'o-n"", ""b-r-e-z-'e-n-t"", ""b-r-i-l-i-'a-n-t"", ""b-u-f-'e-t"", ""d-'i-k-t-o-r"", ""d-'o-k-t-o-r"", ""d-e-k-r-'e-t"", ""d-e-l-e-g-'a-t"", ""d-e-m-o-n-s-t-r-'a-ts-i-j-a"", ""d-e-p-u-t-'a-t"", ""d-e-p-u-t-'a-t"", ""d-e-s-'a-n-t"", ""d-e-ts-i-m-'e-t-r"", ""d-i-j-'e-t-a"", ""d-i-k-t-'a-n-t"", ""d-i-k-t-'a-n-t"", ""d-i-k-t-'a-t-o-r"", ""d-i-k-t-'a-t-o-r"", ""d-i-n-a-m-'i-t"", ""d-i-p-l-o-m-'a-t"", ""d-i-r-'e-k-t-o-r"", ""d-i-sː-s-e-r-t-'a-ts-i-j-a"", ""d-i-w-e-r-s-'a-n-t"", ""d-o-k-u-m-'e-n-t"", ""d-o-m-k-r-'a-t"", ""d-o-ts-'e-n-t"", ""d-u-b-l-i-k-'a-t"", ""e-l-'e-k-t-r-i-k"", 'e-l-e-k-t-r-o-s-t-a-n-ts-i-j-a', 'e-l-e-k-t-r-o-s-t-a-n-ts-i-j-a', ""e-s-k-a-w-'a-t-o-r"", ""e-t-a-ʒ-'e-r-k-a"", ""f-'a-r-t-u-k"", ""f-a-ʃ-'i-s-t"", ""f-i-z-k-u-l-t-'u-r-a"", ""f-o-t-'o-g-r-a-p"", ""f-r-'o-n-t"", ""g-'a-l-s-t-u-k"", ""g-'o-s-p-i-t-a-l"", ""g-a-r-n-i-t-'u-r"", ""g-a-z-'e-t-0"", ""g-e-k-t-'a-r"", ""g-e-o-m-'e-t-r-i-j-a"", ""g-i-m-n-a-z-'i-s-t"", ""g-i-t-'a-r-a"", ""g-o-t-o-w-'a-l-n-a"", ""g-r-a-n-'a-t-a"", ""g-u-b-e-r-n-'a-t-o-r"", ""i-m-p-e-r-i-a-l-'i-s-t"", 'i-n-f-a-r-k-t', ""i-n-k-u-b-'a-t-o-r"", ""i-n-s-p-'e-k-t-o-r"", ""i-n-s-t-i-t-'u-t"", ""i-n-s-t-i-t-'u-t"", ""i-n-t-e-r-n-'a-t"", ""i-n-t-e-r-n-'a-t"", ""i-n-t-e-r-w-'e-n-t"", ""i-n-t-e-r-w-'e-n-t"", ""i-s-k-'u-s-t-w-o"", ""i-s-t-'a-k-a-n"", ""i-s-t-'o-r-i-j-a"", ""i-s-t-'o-r-i-k"", ""i-z-b-a-tʃ-i-t-'a-l-n-a"", ""j-u-r-'i-s-t"", ""k-'a-r-t-a"", ""k-'o-f-t-a"", ""k-'u-r-t-k-a"", ""k-a-b-i-n-'e-t"", ""k-a-n-d-i-d-'a-t"", ""k-a-n-p-'i-t-0"", ""k-a-p-'u-s-t-a"", ""k-a-p-i-t-'a-l"", ""k-a-p-i-t-'a-n"", ""k-a-p-i-t-a-l-'i-s-t"", ""k-a-p-i-t-a-l-'i-s-t"", ""k-a-p-i-t-a-l-'i-z-m"", ""k-a-r-i-k-a-t-'u-r-a"", ""k-a-r-t-'o-n"", ""k-a-r-t-'o-ʃ-k-a"", ""k-a-z-'i-j-a-t-0"", ""k-i-l-'o-m-'e-t-r"", ""k-i-s-l-o-t-'a"", ""k-o-l-o-n-i-z-'a-t-o-r"", ""k-o-m-b-i-n-'a-t"", ""k-o-m-i-t-'e-t"", ""k-o-m-p-'o-t"", ""k-o-m-u-n-'i-s-t"", ""k-o-n-f-'e-t-0"", ""k-o-n-s-e-r-w-a-t-'o-r-i-j-a"", ""k-o-n-s-p-'e-k-t"", ""k-o-n-s-t-i-t-'u-ts-i-j-a"", ""k-o-n-s-u-l-t-'a-ts-i-j-a"", ""k-o-n-t-'e-j-n-e-r"", ""k-o-n-t-'o-r-a"", ""k-o-n-t-r-a-b-'a-n-d-a"", ""k-o-n-t-r-a-b-a-n-d-'i-s-t"", ""k-o-n-t-r-a-b-a-n-d-'i-s-t"", ""k-o-n-t-r-a-z-w-'e-d-k-a"", ""k-o-n-t-r-a-z-w-'e-d-tʃ-i-k"", ""k-o-n-t-r-o-l-'o-r"", ""k-o-n-ts-'e-r-t"", ""k-o-n-w-'e-r-t"", ""k-o-r-'e-k-t-o-r"", ""k-r-e-d-'i-t"", ""k-u-l-t-'u-r-a"", ""k-u-p-l-'e-t"", ""k-u-r-'o-r-t"", ""k-u-r-s-'a-n-t"", ""k-w-'a-r-t-a-l"", ""k-w-i-t-'a-n-ts-i-j-a"", ""l-'e-k-t-o-r"", ""l-'e-n-t-a"", ""l-'i-t-r"", ""l-a-u-r-e-'a-t"", ""l-e-j-t-e-n-'a-n-t"", 'l-i-f-t', ""l-i-s-t-'o-w-k-a"", ""l-i-t-e-r-a-t-'u-r-a"", ""l-o-t-'o"", ""l-o-t-o-r-'e-j-a"", ""m-'a-j-a-t-n-i-k"", ""m-'a-r-t"", ""m-a-g-n-i-t-o-f-'o-n"", ""m-a-k-i-n-t-'o-ʃ"", ""m-a-n-i-f-'e-s-t"", ""m-a-r-k-s-'i-s-t"", ""m-a-r-ʃ-r-'u-t"", ""m-a-t-r-'o-s"", ""m-e-t-r-'i-k-a"", ""m-e-t-r-'o"", ""m-e-χ-a-n-i-z-'a-t-o-r"", ""m-i-l-l-i-m-'e-t-r"", ""m-i-n-'i-s-t-r"", ""m-i-n-'u-t-0"", ""m-i-n-i-s-t-'e-r-s-t-w-o"", ""m-o-t-'o-r"", ""m-o-t-o-r-'i-s-t"", ""m-o-t-o-r-'i-s-t"", ""m-o-t-o-ts-'i-k-l"", ""o-f-i-ts-'a-n-t"", ""o-f-i-ts-i-'a-n-t-k-a"", ""o-k-u-p-'a-n-t"", ""o-t-k-r-'i-t-k-a"", ""o-t-k-r-'i-t-k-a"", ""o-t-l-'i-tʃ-n-i-k"", ""o-t-l-'i-tʃ-n-i-ts-a"", 'o-t-p-u-s-k', ""o-ts-t-'a-w-k-a"", ""p-'a-r-t-a"", ""p-'a-s-p-o-r-t"", ""p-'a-s-t-a"", ""p-'o-r-t"", ""p-'o-s-t"", ""p-a-k-'e-t"", ""p-a-l-'a-t-a"", ""p-a-l-t-'o"", ""p-a-r-a-ʃ-'u-t"", ""p-a-r-t-'o-r-g"", ""p-a-t-r-'o-n"", ""p-a-t-r-'u-l"", ""p-a-t-r-o-n-t-'a-ʃ"", ""p-a-t-r-o-n-t-'a-ʃ"", ""p-i-s-t-'o-n"", ""p-l-a-k-'a-t"", ""p-o-r-t-f-'e-l"", ""p-o-w-'e-s-t-k-a"", ""p-r-e-z-i-d-'e-n-t"", ""p-r-o-k-u-r-a-t-'u-r-a"", ""p-r-o-l-e-t-a-r-i-'a-t"", ""p-r-o-l-e-t-a-r-i-'a-t"", ""p-r-o-t-o-k-'o-l"", ""p-r-o-ts-'e-n-t"", ""p-r-o-w-o-k-'a-t-o-r"", ""r-'e-k-t-o-r"", ""r-a-d-i-'a-t-o-r"", ""r-a-d-i-k-u-l-'i-t"", ""r-a-d-i-o-s-t-'a-n-ts-i-j-a"", ""r-a-k-'e-t-a"", ""r-a-s-t-a-r-'a-t-a"", ""r-a-s-t-a-r-'a-t-a"", ""r-a-ʃː-'o-t"", ""r-a-χ-'i-t"", ""r-e-d-'a-k-t-o-r"", ""r-e-k-t-o-r-'a-t"", ""r-e-k-t-o-r-'a-t"", ""r-e-m-'o-n-t"", ""r-e-s-t-o-r-'a-n"", ""r-e-ts-'e-p-t"", ""r-o-z-'e-t-k-a"", ""s-'o-r-t"", ""s-a-n-a-t-'o-r-i-j"", ""s-e-k-r-e-t-'a-r"", ""s-e-p-a-r-'a-t-o-r"", ""s-e-r-ʒ-'a-n-t"", 's-e-t-k-a', ""s-i-g-'a-r-'e-t-0"", ""s-o-l-d-'a-t"", ""s-o-w-'e-t"", ""s-p-'i-r-t"", ""s-t-'a-ʒ"", ""s-t-'o-l"", ""s-t-a-d-i-'o-n"", ""s-t-a-k-'a-n"", ""s-t-a-l-'o-w-a-j-a"", ""s-t-a-r-ʃ-i-n-'a"", ""s-t-u-d-'e-n-t"", ""s-t-u-d-'e-n-t"", ""s-w-'i-t-e-r"", ""s-w-e-t-a-f-'o-r"", ""ʃ-'a-χ-t-a"", ""ʃ-e-w-i-'o-t"", ""ʃ-t-'a-m-p"", ""ʃː-'o-t-k-a"", ""t-'a-b-e-l"", ""t-'a-n-g-o"", ""t-'a-r-a"", ""t-'e-l"", ""t-'e-r-m-o-s"", ""t-'o-n-a"", ""t-'o-r-m-o-z"", ""t-'o-r-t"", ""t-'o-r-t"", ""t-'u-f-l-a"", ""t-a-b-l-'e-t-k-a"", ""t-a-b-l-'e-t-k-a"", ""t-a-k-s-'i"", ""t-a-l-'o-n"", ""t-a-m-'a-d-a"", 't-a-m-a-x-o', ""t-a-r-'i-f"", ""t-e-'a-t-r"", ""t-e-l-e-f-o-n-'i-s-t-k-a"", ""t-e-m-p-e-r-a-t-'u-r-a"", ""t-e-t-r-'a-d"", 't-o-k', 't-o-l', ""t-o-m-'a-t"", ""t-o-m-'a-t"", ""t-r-'a-k-t-o-r"", ""t-r-'a-k-t-o-r"", ""t-r-a-k-t-o-r-'i-s-t"", ""t-r-a-k-t-o-r-'i-s-t"", ""t-r-a-k-t-o-r-'i-s-t"", ""t-r-a-m-w-'a-j"", ""t-r-a-n-s-f-o-r-m-'a-t-o-r"", ""t-r-a-n-s-f-o-r-m-'a-t-o-r"", ""t-r-o-l-'e-j-b-u-s"", ""t-u-r-b-'a"", ""ts-'e-n-t-n-e-r"", ""ts-e-m-'e-n-t"", ""tʃ-e-m-p-i-o-n-'a-t"", ""tʃ-e-χ-'o-t-k-a"", ""u-n-i-w-e-r-s-i-t-'e-t"", ""u-s-t-'a-w"", ""u-tʃ-'a-s-t-k-a"", 'u-tʃ-o-t', ""w-i-t-a-m-'i-n"", ""w-o-j-e-n-k-o-m-'a-t"", 'z-a-b-a-s-t-o-w-k-a', ""z-a-p-a-t-'a-j-a"", ""ʒ-u-r-n-a-l-'i-s-t"", ""χ-a-l-ʕ-'a-t"", ""χ-r-u-s-t-'a-l"", ""i-t-'a-l-i-j-a"", ""i-t-'a-l-i-j-a"", ""i-t-'a-l-i-j-a"", ""i-t-'a-l-i-j-a"", ""i-t-'a-l-i-j-a"", ""k-i-t-'a-j"", ""t-'u-r-0-k"", ""t-u-r-k-m-'e-n"", ""t-a-0-ʒ-'i-k"", ""u-d-m-'u-r-t"", ""t-a-t-'a-r"", ""t-a-t-'a-r"", 't-a-t', 't-a-t']"
495,Avar,t,t',7,"[""k'-a-0-t'-'u-0-l-i"", ""k'-a-0-t'-'u-0-l-i"", ""k'-a-r-t'-'u-p-0-0"", ""q-a-p-'u-s-t'-a"", ""q'-a-b-0-t'-'a-n"", ""t'-a-r-s"", ""t'-u-z""]"
496,Avar,ts,0,1,['tʃ-i-t-0-0']
497,Avar,ts,s,1,"[""k-a-n-s-i-l-'a-r-0-0-0""]"
498,Avar,ts,ts,60,"[""m-i-l-'i-ts-i-j-a"", ""a-b-'i-ts-a-r"", ""a-g-i-t-'a-ts-i-j-a"", ""a-k-'a-ts-i-j-a"", ""b-o-l-n-'i-ts-a"", ""d-e-k-l-a-r-'a-ts-i-j-a"", ""d-e-k-o-r-'a-ts-i-j-a"", ""d-e-l-e-g-'a-ts-i-j-a"", ""d-e-m-o-n-s-t-r-'a-ts-i-j-a"", ""d-e-ts-i-m-'e-t-r"", ""d-i-r-'e-k-ts-i-j-a"", ""d-i-sː-s-e-r-t-'a-ts-i-j-a"", ""d-o-ts-'e-n-t"", 'e-l-e-k-t-r-o-s-t-a-n-ts-i-j-a', ""f-e-d-e-r-'a-ts-i-j-a"", ""g-l-i-ts-e-r-'i-n"", ""g-o-r-tʃ-'i-ts-a"", ""g-o-s-t-'i-n-i-ts-a"", ""i-n-s-p-'e-k-ts-i-j-a"", ""j-u-s-t-'i-ts-i-j-a"", ""k-'a-r-ts-0-0"", ""k-a-n-ts-e-l-'a-r-0-0-0"", ""k-o-m-b-i-n-'a-ts-i-j-a"", ""k-o-n-f-e-r-'e-n-ts-i-j-a"", ""k-o-n-s-t-i-t-'u-ts-i-j-a"", ""k-o-n-s-u-l-t-'a-ts-i-j-a"", ""k-o-n-ts-'e-r-t"", ""k-o-n-ts-l-'a-g-e-r"", ""k-u-p-'e-ts"", ""k-w-i-t-'a-n-ts-i-j-a"", ""l-'e-k-ts-i-j-a"", ""m-'a-r-g-a-n-e-ts"", ""m-i-l-'i-ts-0-0-a"", ""m-i-l-'i-ts-i-j-a"", ""m-o-t-o-ts-'i-k-l"", ""o-f-i-ts-'a-n-t"", ""o-f-i-ts-'e-r"", ""o-f-i-ts-i-'a-n-t-k-a"", ""o-k-u-p-'a-ts-i-j-a"", ""o-t-l-'i-tʃ-n-i-ts-a"", ""o-ts-t-'a-w-k-a"", ""p-o-l-o-t-'e-n-ts-a"", ""p-r-o-ts-'e-n-t"", ""r-a-d-i-o-s-t-'a-n-ts-i-j-a"", ""r-e-d-'a-k-ts-i-j-a"", ""r-e-k-o-m-e-n-d-'a-ts-i-j-a"", ""r-e-p-e-t-'i-ts-i-j-a"", ""r-e-ts-'e-n-z-i-j-a"", ""r-e-ts-'e-p-t"", ""r-e-w-o-l-'u-ts-i-j-a"", 'r-e-z-o-l-u-ts-i-j-a', ""s-o-ts-i-a-l-'i-z-m"", ""ʃ-p-r-'i-ts"", ""ts-'e-n-t-n-e-r"", ""ts-e-m-'e-n-t"", 'ts-e-χ', 'ts-i-r-k', ""u-b-'o-r-ʃː-i-ts-a"", ""u-tʃ-'i-t-e-l-n-i-ts-a"", ""n-e-m-'e-ts""]"
499,Avar,tɕ,tʃ,49,"['tʃ-a-j', ""a-w-t-a-r-'u-tʃ-k-a"", ""b-'o-tʃ-k-a"", ""d-'a-tʃ-a"", ""d-o-k-l-'a-d-tʃ-i-0"", ""g-o-r-tʃ-'i-ts-a"", ""i-s-p-'i-tʃ-k'-a"", ""i-z-b-a-tʃ-i-t-'a-l-n-a"", ""k-a-0-u-tʃ-'u-k"", ""k-i-r-p-'i-tʃ"", ""k-o-n-t-r-a-z-w-'e-d-tʃ-i-k"", 'lʲ-o-tʃ-i-k', ""m-a-g-'a-r-i-tʃ"", ""o-t-l-'i-tʃ-n-i-k"", ""o-t-l-'i-tʃ-n-i-ts-a"", 'o-tʃ-e-r-e-d', ""o-tʃ-k-'o"", ""p-'a-tʃ-k-a"", ""p-'o-tʃ-0-0"", ""p-a-r-'a-l-i-tʃ"", ""p-a-r-tʃ-'a"", 'p-e-tʃ', ""r-'u-tʃ-k-a"", ""r-a-d-i-o-p-e-r-e-d-'a-tʃ-a"", ""r-a-zw-'e-tʃ-i-k"", ""s-p-'i-tʃ-k-a"", ""tʃ-'a-j-n-i-k"", ""tʃ-'a-j-χ-a-n-a"", 'tʃ-a-j', ""tʃ-a-l-m-'a"", 'tʃ-e-k', ""tʃ-e-m-o-d-'a-n"", ""tʃ-e-m-p-i-'o-n"", ""tʃ-e-m-p-i-'o-n-k-a"", ""tʃ-e-m-p-i-o-n-'a-t"", ""tʃ-e-χ-'o-l"", ""tʃ-e-χ-'o-t-k-a"", 'tʃ-i-n', ""tʃ-l-'e-n"", ""u-tʃ-'a-s-t-k-a"", ""u-tʃ-'i-t-e-l"", ""u-tʃ-'i-t-e-l-n-i-ts-a"", 'u-tʃ-o-t', ""u-tʃ-r-e-ʒ-d-'e-n-i-j-e"", ""z-a-'o-tʃ-n-i-k"", ""z-e-n-'i-tʃ-i-k"", ""tʃ-u-w-'a-ʃ"", ""tʃ-a-tʃ-'a-n"", ""tʃ-a-tʃ-'a-n""]"
500,Avar,tɕ,tʃ',2,"[""tʃ'-a-tʃ'-'a"", ""tʃ'-a-tʃ'-'a""]"
501,Avar,tɕ,ʒ,1,"[""p-a-0-0-l-'i-ʒ""]"
502,Avar,tʃ,tʃ,1,"[""p-e-tʃ-'a-t""]"
503,Avar,tʲ,d,1,"[""tʃ-a-d-'i-r""]"
504,Avar,tʲ,t,71,"[""d-e-m-o-k-r-'a-t-i-j-a"", ""p-o-l-'i-t-i-k-i"", ""a-m-n-'i-s-t-i-j-a"", ""a-p-t-'e-k-a"", ""a-r-i-f-m-'e-t-i-k-a"", ""a-r-t-'i-s-t"", ""a-r-t-'i-s-t-k-a"", ""a-t-t-e-s-t-'a-t"", ""b-i-b-l-i-'o-t-e-k-a"", ""b-i-b-l-i-'o-t-e-k-a-r"", ""b-u-l-e-t-'e-n"", ""b-u-χ-g-'a-l-t-e-r"", ""f-e-s-t-i-w-'a-l"", ""g-l-u-ʃ-'i-t-e-l"", ""g-o-s-t-'i-n-i-ts-a"", ""g-r-a-m-'a-t-i-k-a"", ""i-n-s-t-i-t-'u-t"", ""i-n-t-e-r-'e-s"", ""i-t-'u-0"", ""j-u-s-t-'i-ts-i-j-a"", ""k-'i-t-e-l"", ""k-a-r-a-n-t-'i-n"", ""k-o-l-e-k-t-'i-w"", ""k-o-m-i-t-'e-t"", ""k-o-n-s-t-i-t-'u-ts-i-j-a"", ""k-o-o-p-e-r-'a-t-i-w"", ""k-o-s-t-'u-m"", ""k-r-o-w-'a-t"", ""k-w-a-r-t-'i-r-a"", ""l-e-j-t-e-n-'a-n-t"", ""l-i-t-e-r-a-t-'u-r-a"", ""m-'a-s-t-e-r"", ""m-'i-t-i-n-g"", ""m-a-s-t-e-r-s-k-'a-j-a"", ""m-a-t-i-m-'a-t-i-k"", ""m-a-t-i-m-'a-t-i-k"", ""m-i-n-i-s-t-'e-r-s-t-w-o"", ""n-i-k-o-t-'i-n"", ""o-b-ʃ:-e-ʒ-'i-t-i-j-e"", ""o-k-t-'a-b-r"", ""p-'a-r-t-i-j-a"", ""p-a-r-t-i-z-'a-n"", ""p-a-t-e-f-'o-n"", ""p-e-tʃ-'a-t"", ""p-l-a-s-t-'i-n-k-a"", ""p-o-l-'i-t-i-k-a"", ""p-o-l-o-t-'e-n-ts-a"", ""p-r-e-d-s-e-d-'a-t-e-l"", ""p-r-o-m-'i-ʃ-l-e-n-o-s-t"", ""r-a-d-i-o-t-'e-χ-n-i-k"", ""r-e-p-e-t-'i-ts-i-j-a"", ""s-a-t-'i-n"", ""s-e-n-t-'a-b-r"", ""s-t-i-p-'e-n-d-i-j-a"", ""t-'e-χ-n-i-k"", ""t-'e-χ-n-i-k-a"", ""t-'e-χ-n-i-k-u-m"", ""t-e-'a-t-r"", ""t-e-l-e-f-'o-n"", ""t-e-l-e-f-o-n-'i-s-t-k-a"", ""t-e-l-e-g-r-'a-m-m-a"", ""t-e-l-e-w-'i-z-o-r"", ""t-e-m-p-e-r-a-t-'u-r-a"", ""t-e-t-r-'a-d"", 'tʃ-i-t-0-0', ""u-n-i-w-e-r-s-i-t-'e-t"", ""u-tʃ-'i-t-e-l"", ""u-tʃ-'i-t-e-l-n-i-ts-a"", ""w-'e-d-o-m-o-s-t"", ""w-e-t-e-r-'a-n"", ""z-a-s-e-d-'a-t-e-l""]"
505,Avar,tʲ,tʲ,1,['m-o-n-tʲ-o-r']
506,Avar,tʲ,u,1,"[""k-o-n-s-u-l-t-'a-ts-i-j-a""]"
507,Avar,v,w,46,"[""a-d-w-'a-k-a-t"", ""a-w-'a-n-s"", ""a-w-'a-r-i-j-a"", ""b-u-k-w-'a-r"", ""d-i-w-'a-n"", ""d-n-e-w-n-'i-k"", ""e-s-k-a-w-'a-t-o-r"", ""f-e-s-t-i-w-'a-l"", ""f-e-w-r-'a-l"", ""g-o-t-o-w-'a-l-n-a"", ""i-n-w-a-l-'i-d"", ""i-s-k-'u-s-t-w-o"", ""j-a-n-w-'a-r"", ""k-o-m-'a-n-d-o-w-a-n-i-j-e"", ""k-o-n-s-e-r-w-a-t-'o-r-i-j-a"", ""k-r-o-w-'a-t"", ""k-w-'a-r-t-a-l"", ""k-w-a-r-t-'i-r-a"", 'k-w-a-s', ""m-a-w-z-'o-l-e-j"", ""m-i-n-i-s-t-'e-r-s-t-w-o"", ""p-'i-w-o"", ""p-'o-w-a-r"", ""p-a-r-a-w-'o-z"", ""p-r-a-w-l-'e-n-i-j-e"", ""p-r-i-z-i-w-n-'i-k"", ""p-r-o-w-o-k-'a-t-o-r"", ""r-e-w-o-l-'u-ts-i-j-a"", ""s-a-m-o-w-'a-r"", ""s-l-o-w-'a-r"", ""s-t-a-l-'o-w-a-j-a"", ""t-r-a-m-w-'a-j"", ""u-m-i-w-'a-l-n-i-k"", ""u-p-r-a-w-l-'e-n-i-j-e"", ""w-'a-n-n-a"", ""w-a-g-'o-n"", ""w-a-z-e-l-'i-n"", ""w-o-d-o-r-'o-d"", ""w-o-j-e-n-k-'o-m"", ""w-o-j-e-n-k-o-m-'a-t"", ""w-o-k-z-'a-l"", 'w-o-ʒ-d', 'w-z-n-o-s', ""z-a-w-'o-d"", ""m-o-l-d-'a-w-a-n"", ""tʃ-u-w-'a-ʃ""]"
508,Avar,vʲ,w,42,"[""w-'e-n-g-r-i-j-a"", ""w-'e-n-g-r-i-j-a"", ""w-'e-n-g-r-i-j-a"", ""w-'e-n-g-r-i-j-a"", ""w-'e-n-g-r-i-j-a"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""w-j-e-t-n-'a-m"", ""a-l-f-a-w-'i-t"", ""b-o-l-ʃ-i-w-'i-k"", ""d-i-w-'e-r-s-i-j-a"", ""d-i-w-'i-z-i-j-a"", ""d-i-w-e-r-s-'a-n-t"", ""i-n-t-e-r-w-'e-n-t"", ""k-o-n-t-r-a-z-w-'e-d-k-a"", ""k-o-n-t-r-a-z-w-'e-d-tʃ-i-k"", ""k-o-n-w-'e-r-t"", ""k-w-i-t-'a-n-ts-i-j-a"", ""p-o-w-'e-s-t-k-a"", ""p-o-w-'i-d-l-o"", ""r-e-w-'i-z-i-j-a"", ""s-e-r-w-'i-z"", ""s-e-w-'e-r"", ""s-o-w-'e-ʃ-a-n-i-j-e"", ""s-o-w-'e-t"", ""s-w-'i-t-e-r"", ""s-w-e-t-a-f-'o-r"", ""ʃ-e-w-i-'o-t"", ""t-e-l-e-w-'i-z-o-r"", ""u-n-i-w-e-r-m-'a-g"", ""u-n-i-w-e-r-s-i-t-'e-t"", ""w-'e-d-o-m-o-s-t"", ""w-e-d-r-'o"", ""w-e-l-o-s-i-p-'e-d"", ""w-e-t-e-r-'a-n"", ""w-i-t-a-m-'i-n"", ""z-a-w-'e-d-u-ʃː-i-j"", ""z-a-w-e-d-'e-n-i-j-e"", ""z-w-e-n-'o"", 'ʃ-w-e-d']"
509,Avar,x,k,1,"[""tʃ-a-k-'a-r""]"
510,Avar,x,x,1,"[""b-u-x-'a-n-k-a""]"
511,Avar,x,χ,27,"[""d-o-χ-'o-d"", ""k-'u-χ-n-a"", ""k-o-l-χ-'o-z"", ""k-r-a-χ-m-'a-l"", ""m-a-χ-'o-r-k-a"", ""m-e-χ-'a-n-i-k"", ""m-e-χ-a-n-'i-z-m"", ""m-e-χ-a-n-i-z-'a-t-o-r"", ""p-o-χ-'o-d"", ""r-a-d-i-o-t-'e-χ-n-i-k"", ""s-o-w-χ-'o-z"", ""ʃ-'a-χ-t-a"", ""t-'e-χ-n-i-k"", ""t-'e-χ-n-i-k-a"", ""t-'e-χ-n-i-k-u-m"", 'ts-e-χ', ""tʃ-'a-j-χ-a-n-a"", ""tʃ-e-χ-'o-l"", ""tʃ-e-χ-'o-t-k-a"", ""z-a-w-χ-'o-z"", ""χ-a-l-ʕ-'a-t"", ""χ-l-o-r-o-f-'o-r-m"", ""χ-o-k-'e-j"", ""χ-o-l-o-d-'i-l-n-i-k"", 'χ-o-r', ""χ-r-'o-m"", ""χ-r-u-s-t-'a-l""]"
512,Avar,x,χʷ,1,['χʷ-a-ʒ-a-j-i-n']
513,Avar,xʲ,x,1,"[""d-u-x-'i""]"
514,Avar,xʲ,χ,8,"[""χ-'i-m-i-k"", ""χ-'i-m-i-k"", ""a-r-χ-'i-w"", ""p-a-r-i-k-m-'a-χ-e-r"", ""p-a-r-i-k-m-'a-χ-e-r-s-k-a-j-a"", ""r-a-χ-'i-t"", ""χ-'i-m-i-j-a"", ""χ-i-r-'u-r-g""]"
