ratio_of_changes,language,glottocode,lemma,pos,reference,meaning_ru,ipa_comparison,russian_ipa_comparison,metathesis,problems
0.7857142857142857,Tindi,tind1238,ТАМÁКУР,,Magomedova 2003,табак,t-a-m-'a-k-u-r,t-a-b-'a-k-0-0,,
0.7857142857142857,Godoberi,ghod1238,ХАЛГIÁТ/И,,Saidova 2006,халат,χ-a-l-ʕ-'a-t-i,x-a-l-0-'a-t-0,,
0.7857142857142857,Botlikh,botl1242,хакеи́ст,,"Alekseev, Azayev 2019",хоккеист,χ-a-k-e-'i-s-t,x-a-kʲ-i-i-s-t,,
0.7857142857142857,Godoberi,ghod1238,ХЪАРÁВУЛ,,Saidova 2006,часовая стрелка,q-a-r-'a-w-u-l,k-a-r-a-0-'u-l,,
0.7857142857142857,Botlikh,botl1242,ишлйапа,,"Alekseev, Azayev 2019",шляпа,i-ʃ-l-j-a-p-a,0-ʃ-lʲ-0-'a-p-a,,
0.7857142857142857,Botlikh,botl1242,иштара́п,,"Alekseev, Azayev 2019",штраф,i-ʃ-t-a-r-'a-p,0-ʃ-t-0-r-'a-f,,
0.7878787878787878,Bagvalal,bagv1239,АВАᴴТ́УРА,noun,Magomedova 2004,авантюра,a-w-ã-0-t-'u-r-a,a-v-a-n-tʲ-'u-r-a,,
0.7878787878787878,Akhvakh,akhv1239,алпави'ти,noun,"Magomedova, Abdulayeva 2007",алфавит,a-l-p-a-w-'i-t-i,a-l-f-a-vʲ-'i-t-0,,
0.7878787878787878,Botlikh,botl1242,бензаво́з,noun,"Alekseev, Azayev 2019",бензовоз,b-e-n-z-a-w-'o-z,bʲ-i-n-z-a-v-'o-s,,
0.7878787878787878,Botlikh,botl1242,дежу́рни,noun,"Saidova, Abusov 2012",дежурный,d-e-ᴣ-'u-r-n-i-0,dʲ-i-ᴣ-'u-r-n-a-j,,
0.7878787878787878,Botlikh,botl1242,кала́виш,noun,"Alekseev, Azayev 2019",клавиша,k-a-l-'a-w-i-ʃ-0,k-0-l-'a-vʲ-i-ʃ-a,,
0.7878787878787878,Bagvalal,bagv1239,КИЛÓНКА,,Magomedova 2004,клеенка,k-i-l-0-'o-n-k-a,k-lʲ-i-j-'o-n-k-a,1,
0.7878787878787878,Akhvakh,akhv1239,латаре',noun,"Magomedova, Abdulayeva 2007",лотерея,l-a-t-a-r-'e-0-0,l-a-t-æ-rʲ-'e-j-a,,
0.7878787878787878,Botlikh,botl1242,латаре́,noun,"Alekseev, Azayev 2019",лотерея,l-a-t-a-r-'e-0-0,l-a-t-æ-rʲ-'e-j-a,,
0.7878787878787878,Botlikh,botl1242,латаре́,noun,"Saidova, Abusov 2012",лотерея,l-a-t-a-r-'e-0-0,l-a-t-æ-rʲ-'e-j-a,,
0.7878787878787878,Godoberi,ghod1238,ЛАТАРÉ,,Saidova 2006,лотерея,l-a-t-a-r-'e-0-0,l-a-t-æ-rʲ-'e-j-a,,
0.7878787878787878,Karata-Tukita,kara1474,ЛА'ТАРЕЙ,,"Magomedova, Khalidova 2001",лотерея,l-'a-t-a-r-e-j-0,l-a-t-æ-rʲ-'e-j-a,,
0.7878787878787878,Godoberi,ghod1238,МИЛЛИАРД,,Saidova 2006,миллиард,m-i-l-l-i-a-r-d,mʲ-i-lʲ-0-i-'a-r-t,,GEMINATION?
0.7878787878787878,Botlikh,botl1242,актябир,noun,"Alekseev, Azayev 2019",октябрь,a-k-t-j-a-b-i-r,a-k-tʲ-0-'a-b-0-rʲ,,
0.7878787878787878,Botlikh,botl1242,атве́рка,noun,"Alekseev, Azayev 2019",отвертка,a-t-w-'e-r-0-k-a,a-t-vʲ-'o-r-t-k-a,,
0.7878787878787878,Botlikh,botl1242,пави́ска,noun,"Alekseev, Azayev 2019",повестка,p-a-w-'i-s-0-k-a,p-a-vʲ-'e-s-t-k-a,,
0.7878787878787878,Andi,andi1255,пирйаник,,Salimov 2010,пряник,p-i-r-j-a-n-i-k,p-0-rʲ-0-'a-nʲ-i-k,,
0.7878787878787878,Andi,andi1255,пулимети,,Salimov 2010,пулемет,p-u-l-i-m-e-t-i,p-u-lʲ-i-mʲ-'o-t-0,,
0.7878787878787878,Godoberi,ghod1238,ИСКЯЛÁТИ,,Saidova 2006,склад,i-s-kʲ-a-l-'a-t-i,0-s-k-0-l-'a-t-0,,
0.7878787878787878,Godoberi,ghod1238,ТИЙÁТИР/И,,Saidova 2006,театр,t-i-j-'a-t-i-r-i,tʲ-i-0-'a-t-0-r-0,,
0.7878787878787878,Botlikh,botl1242,туру́сик,noun,"Alekseev, Azayev 2019",трусы,t-u-r-'u-s-i-k-0,t-0-r-u-sʲ-i-kʲ-i,,
0.7878787878787878,Tindi,tind1238,ЧАХВÁТКА,,Magomedova 2003,туберкулез,tʃ-a-χ-w-a-t-k-a,tʃ-i-χ-0-'o-t-k-a,,
0.7894736842105263,Botlikh,botl1242,амни́си,noun,"Alekseev, Azayev 2019",амнистия,a-m-n-'i-s-0-i-0-0,a-m-nʲ-'i-s-tʲ-i-j-a,,
0.7894736842105263,Bagvalal,bagv1239,ПАТ́ИНКАБИ,,Magomedova 2004,ботинок,p-a-t-'i-n-k-a-b-i,b-a-tʲ-'i-n-kʲ-0-0-i,,
0.7894736842105263,Botlikh,botl1242,кило́метра,noun,"Alekseev, Azayev 2019",километр,k-i-l-'o-m-e-t-r-a,kʲ-i-l-a-mʲ-'e-t-r-2,,
0.7894736842105263,Andi,andi1255,пистӏолети,,Salimov 2010,пистолет,p-i-s-t'-o-l-e-t-i,pʲ-i-s-t-a-lʲ-'e-t-0,,
0.7894736842105263,Botlikh,botl1242,универма́г,noun,"Alekseev, Azayev 2019",универмаг,u-n-i-w-e-r-m-'a-g,u-nʲ-i-vʲ-i-r-m-'a-k,,
0.7894736842105263,Botlikh,botl1242,универма́г,noun,"Saidova, Abusov 2012",универмаг,u-n-i-w-e-r-m-'a-g,u-nʲ-i-vʲ-i-r-m-'a-k,,
0.7894736842105263,Akhvakh,akhv1239,щипане'ри,noun,"Magomedova, Abdulayeva 2007",шифоньер,ʃ:-i-p-a-n-0-'e-r-i,ʃ-i-f-a-nʲ-j-'e-r-0,,
0.7906976744186046,Botlikh,botl1242,заведе́ни,noun,"Alekseev, Azayev 2019",заведение,z-a-w-e-d-'e-n-i-0-0,z-a-vʲ-e-dʲ-'e-nʲ-i-j-e,,
0.7906976744186046,Bagvalal,bagv1239,АБШИЖ́ИТ,noun,Magomedova 2004,общежитие,a-b-ʃ-i-ᴣ-'i-t-0-0-0,a-b-ʃ:ʲ-i-ᴣ-'i-tʲ-i-j-e,,
0.7916666666666666,Botlikh,botl1242,резалйу́ци,,"Alekseev, Azayev 2019",резолюция,r-e-z-a-l-j-'u-ts-i-0-0,rʲ-i-z-a-lʲ-0-'u-ts-i-j-a,,
0.7916666666666666,Botlikh,botl1242,истипе́нди,noun,"Alekseev, Azayev 2019",стипендия,i-s-t-i-p-'e-n-d-i-0-0,0-s-tʲ-i-pʲ-'e-nʲ-dʲ-i-j-a,,
0.7924528301886793,Godoberi,ghod1238,УЧЕРЕЖДÉНИ,,Saidova 2006,учреждение,u-tʃ-e-r-e-ᴣ-d-'e-n-i-0-0,u-tʃ-i-rʲ-i-ᴣ-dʲ-'e-nʲ-i-j-e,,
0.7931034482758621,Botlikh,botl1242,автабиогра́пи,noun,"Alekseev, Azayev 2019",автобиография,a-w-t-a-b-i-o-g-r-'a-p-i-0-0,a-f-t-a-bʲ-i-a-g-r-'a-fʲ-i-j-a,,
0.7936507936507936,Godoberi,ghod1238,ЭЛÉКТРОСТАНЦИ,,Saidova 2006,электростанция,e-l-'e-k-t-r-o-s-t-a-n-ts-i-0-0,i-lʲ-i-k-t-r-a-s-t-'a-n-ts-i-j-a,,
0.8,Bagvalal,bagv1239,АВАᴴТУР́ИСКА,noun,Magomedova 2004,авантюристка,a-w-ã-0-t-u-r-'i-s-0-k-a,a-v-a-n-tʲ-u-rʲ-'i-s-t-k-a,,
0.8,Bagvalal,bagv1239,АГИТПУᴴКУТ,noun,Magomedova 2004,агитпункт,a-g-i-t-p-ũ-0-k-u-t,a-gʲ-i-t-p-'u-n-k-0-t,,
0.8,Andi,andi1255,аккаци,,Salimov 2010,акация,a-k:-a-ts-i-0-0,a-k-'a-ts-i-j-a,,
0.8,Andi,andi1255,арщун,,Salimov 2010,"аршин, мера длиной 7 см.",a-r-ʃ:-u-n,a-r-ʃ-'i-n,,
0.8,Bagvalal,bagv1239,ПАШЛ́ИКЪ,,Magomedova 2004,башлык,p-a-ʃ-l-'i-q',b-a-ʃ-l-'i-k,,
0.8,Bagvalal,bagv1239,ПАШМÁКЪ,,Magomedova 2004,башмак,p-a-ʃ-m-'a-q',b-a-ʃ-m-'a-k,,
0.8,Andi,andi1255,билети,,Salimov 2010,билет,b-i-l-e-t-i,bʲ-i-lʲ-'e-t-0,,
0.8,Botlikh,botl1242,билиа́рд,noun,"Alekseev, Azayev 2019",бильярд,b-i-l-i-'a-r-d,bʲ-i-lʲ-j-'a-r-t,,
0.8,Akhvakh,akhv1239,паса'ке,noun,"Magomedova, Abdulayeva 2007",босяк,p-a-s-'a-k-e,b-a-sʲ-'a-k-0,,
0.8,Tindi,tind1238,ПАСÁКИ,,Magomedova 2003,босяк,p-a-s-'a-k-i,b-a-sʲ-'a-k-0,,
0.8,Botlikh,botl1242,пати́нка,noun,"Saidova, Abusov 2012",ботинок,p-a-t-'i-n-k-a,b-a-tʲ-'i-n-kʲ-i,,
0.8,Botlikh,botl1242,пучо́нок,noun,"Alekseev, Azayev 2019",бочонок,p-u-tʃ-'o-n-o-k,b-a-tʃ-'o-n-a-k,,
0.8,Botlikh,botl1242,бирзе́нт,noun,"Alekseev, Azayev 2019",брезент,b-i-r-z-'e-n-t,b-rʲ-i-zʲ-'e-n-t,1,
0.8,Godoberi,ghod1238,БИРГЯ́ДА,noun,Saidova 2006,бригада,b-i-r-gʲ-'a-d-a,b-rʲ-i-g-'a-d-a,1,
0.8,Bagvalal,bagv1239,БУРЦИЛÓЗ,,Magomedova 2004,бруцелез,b-u-r-ts-i-l-'o-z,b-r-u-ts-i-lʲ-'o-s,1,
0.8,Botlikh,botl1242,бурцило́з,noun,"Saidova, Abusov 2012",бруцеллёз,b-u-r-ts-i-l-'o-z,b-r-u-ts-i-lʲ-'o-s,1,
0.8,Chamalal,cham1309,БУРЦИЛО́З,,Magomedova 1999,бруцилез,b-u-r-ts-i-l-'o-z,b-r-u-ts-i-lʲ-'o-s,1,
0.8,Bagvalal,bagv1239,ВАЃУН,,Magomedova 2004,вагон,w-a-g-'u-n,v-a-g-'o-n,,
0.8,Botlikh,botl1242,вагу́н,noun,"Saidova, Abusov 2012",вагон,w-a-g-'u-n,v-a-g-'o-n,,
0.8,Godoberi,ghod1238,ВАГУ́Н,noun,Saidova 2006,вагон,w-a-g-'u-n,v-a-g-'o-n,,
0.8,Karata-Tukita,kara1474,ВАГУ'Н,noun,"Magomedova, Khalidova 2001",вагон,w-a-g-'u-n,v-a-g-'o-n,,
0.8,Akhvakh,akhv1239,вале'ти,noun,"Magomedova, Abdulayeva 2007",валет,w-a-l-'e-t-i,v-a-lʲ-'e-t-0,,
0.8,Botlikh,botl1242,валс,noun,"Alekseev, Azayev 2019",вальс,w-a-l-s,v-a-lʲ-s,,
0.8,Botlikh,botl1242,ви́брион,noun,"Alekseev, Azayev 2019",вибрион,w-'i-b-r-i-o-n,vʲ-i-b-rʲ-i-'o-n,,
0.8,Botlikh,botl1242,ви́лка,noun,"Alekseev, Azayev 2019",вилка,w-'i-l-k-a,vʲ-i-l-k-a,,
0.8,Botlikh,botl1242,винегре́т,noun,"Alekseev, Azayev 2019",винегрет,w-i-n-e-g-r-'e-t,vʲ-i-nʲ-i-g-rʲ-'e-t,,
0.8,Botlikh,botl1242,вожд,noun,"Alekseev, Azayev 2019",вождь,w-o-ᴣ-d,v-o-ᴣ-dʲ,,
0.8,Botlikh,botl1242,волт,noun,"Alekseev, Azayev 2019",вольт,w-o-l-t,v-o-lʲ-t,,
0.8,Akhvakh,akhv1239,га'зи,noun,"Magomedova, Abdulayeva 2007",газ,g-'a-z-i,g-a-z-0,,
0.8,Botlikh,botl1242,казе́т,noun,"Saidova, Abusov 2012",газета,k-a-z-'e-t-0,g-a-zʲ-'e-t-a,,
0.8,Akhvakh,akhv1239,галипе',noun,"Magomedova, Abdulayeva 2007",галифе,g-a-l-i-p-'e,g-a-lʲ-i-f-'æ,,
0.8,Botlikh,botl1242,галипе́,noun,"Alekseev, Azayev 2019",галифе,g-a-l-i-p-'e,g-a-lʲ-i-f-'æ,,
0.8,Godoberi,ghod1238,ГАЛИПÉ,noun,Saidova 2006,галифе,g-a-l-i-p-'e,g-a-lʲ-i-f-'æ,,
0.8,Godoberi,ghod1238,ГЯРÁМ,noun,Saidova 2006,грамм,gʲ-a-r-'a-m,g-0-r-a-m,,
0.8,Bagvalal,bagv1239,ДЕКÁБИРБО̄С̄I,,Magomedova 2004,декабрь,d-e-k-'a-b-i-r,dʲ-i-k-'a-b-0-rʲ,,
0.8,Bagvalal,bagv1239,ДЕЛЕГÁТ,,Magomedova 2004,делегат,d-e-l-e-g-'a-t,dʲ-i-lʲ-i-g-'a-t,,
0.8,Botlikh,botl1242,делега́т,,"Saidova, Abusov 2012",делегат,d-e-l-e-g-'a-t,dʲ-i-lʲ-i-g-'a-t,,
0.8,Godoberi,ghod1238,ДЕЛЕГÁТ,,Saidova 2006,делегат,d-e-l-e-g-'a-t,dʲ-i-lʲ-i-g-'a-t,,
0.8,Andi,andi1255,диван,,Salimov 2010,диван,d-i-w-a-n,dʲ-i-v-'a-n,,
0.8,Botlikh,botl1242,ди́ска,noun,"Alekseev, Azayev 2019",диск,d-'i-s-k-a,dʲ-i-s-k-0,,
0.8,Andi,andi1255,жуликӏи,,Salimov 2010,жулик,ᴣ-u-l-i-k'-i,ᴣ-'u-lʲ-i-k-0,,
0.8,Botlikh,botl1242,заво́д,noun,"Alekseev, Azayev 2019",завод,z-a-w-'o-d,z-a-v-'o-t,,
0.8,Botlikh,botl1242,заво́д,noun,"Saidova, Abusov 2012",завод,z-a-w-'o-d,z-a-v-'o-t,,
0.8,Akhvakh,akhv1239,за'кис̄и,noun,"Magomedova, Abdulayeva 2007",загс,z-'a-k-i-s:-i,z-'a-k-0-s-0,,
0.8,Botlikh,botl1242,загс,noun,"Alekseev, Azayev 2019",загс,z-a-g-s,z-'a-k-s,,
0.8,Godoberi,ghod1238,ЗАЙИ́М,,Saidova 2006,заем,z-a-j-'i-m,z-'a-j-0-m,,
0.8,Botlikh,botl1242,извище́ни,noun,"Alekseev, Azayev 2019",извещение,i-z-w-i-ʃ:-'e-n-i-0-0,i-z-vʲ-i-ʃ:ʲ-'e-nʲ-i-j-e,,
0.8,Botlikh,botl1242,инджи́нер,noun,"Alekseev, Azayev 2019",инженер,i-n-dʒ-'i-n-e-r,i-n-ᴣ-i-nʲ-'e-r,,
0.8,Botlikh,botl1242,исле́довани,noun,"Alekseev, Azayev 2019",исследование,i-s-l-'e-d-o-w-a-n-i-0-0,i-s-lʲ-'e-d-a-v-a-nʲ-i-j-e,,
0.8,Bagvalal,bagv1239,ХЪАПÁН²,,Magomedova 2004,кабан,q-a-p-'a-n,k-a-b-'a-n,,
0.8,Botlikh,botl1242,хъапа́н,noun,"Alekseev, Azayev 2019",кабан,q-a-p-'a-n,k-a-b-'a-n,,
0.8,Botlikh,botl1242,хъапа́н,noun,"Saidova, Abusov 2012",кабан,q-a-p-'a-n,k-a-b-'a-n,,
0.8,Botlikh,botl1242,гъаза́х,noun,"Alekseev, Azayev 2019",казак,ʁ-a-z-'a-χ,k-a-z-'a-k,,
0.8,Botlikh,botl1242,хъаза́хъ,,"Saidova, Abusov 2012",казахский,q-a-z-'a-q,k-a-z-'a-k,,
0.8,Botlikh,botl1242,квас,noun,"Alekseev, Azayev 2019",квас,k-w-a-s,k-v-'a-s,,
0.8,Botlikh,botl1242,кулу́б,noun,"Alekseev, Azayev 2019",клуб,k-u-l-'u-b,k-0-l-'u-p,,
0.8,Akhvakh,akhv1239,кини'щикIа,noun,"Magomedova, Abdulayeva 2007",книжка,k-i-n-'i-ʃ:-i-k'-a,k-0-nʲ-'i-ʃ-0-k-a,,
0.8,Botlikh,botl1242,кансирви́роват игьи́,verb,"Alekseev, Azayev 2019",консервировать,k-a-n-s-i-r-w-'i-r-o-w-a-t,k-a-n-sʲ-e-r-vʲ-'i-r-a-v-a-tʲ,,
0.8,Botlikh,botl1242,кере́мли,noun,"Alekseev, Azayev 2019",кремль,k-e-r-'e-m-l-i,k-0-rʲ-'e-m-lʲ-0,,
0.8,Bagvalal,bagv1239,КУРПÁ,,Magomedova 2004,крупа,k-u-r-p-'a,k-r-u-p-'a,1,
0.8,Botlikh,botl1242,курп/а́,noun,"Saidova, Abusov 2012",крупа,k-u-r-p-'a,k-r-u-p-'a,1,
0.8,Godoberi,ghod1238,КУРПÁ,,Saidova 2006,крупа,k-u-r-p-'a,k-r-u-p-'a,1,
0.8,Karata-Tukita,kara1474,КУРПА',,"Magomedova, Khalidova 2001",крупа,k-u-r-p-'a,k-r-u-p-'a,1,
0.8,Andi,andi1255,купеси,,Salimov 2010,купец,k-u-p-e-s-i,k-u-pʲ-'e-ts-0,,
0.8,Akhvakh,akhv1239,лапс̄а',noun,"Magomedova, Abdulayeva 2007",лавсан,l-a-p-s:-'a-0,l-a-f-s-'a-n,,
0.8,Botlikh,botl1242,лека́л,noun,"Alekseev, Azayev 2019",лекало,l-e-k-'a-l-0,lʲ-i-k-'a-l-o,,
0.8,Bagvalal,bagv1239,Л́ИТРА,,Magomedova 2004,литр,l-'i-t-r-a,lʲ-i-t-r-0,,
0.8,Botlikh,botl1242,ли́тр/а,noun,"Saidova, Abusov 2012",литр,l-'i-t-r-a,lʲ-i-t-r-0,,
0.8,Godoberi,ghod1238,ЛИ́ТРА,,Saidova 2006,литр,l-'i-t-r-a,lʲ-i-t-r-0,,
0.8,Karata-Tukita,kara1474,ЛИ'ТРА,,"Magomedova, Khalidova 2001",литр,l-'i-t-r-a,lʲ-i-t-r-0,,
0.8,Godoberi,ghod1238,МАССÁЖИ,,Saidova 2006,массаж,m-a-s:-'a-ᴣ-i,m-a-s-'a-ʃ-0,,
0.8,Botlikh,botl1242,гупва́хта,,"Alekseev, Azayev 2019","мн. -е, рп. -лъи гауптвахта",g-0-u-p-0-w-'a-χ-t-a,g-a-u-p-t-v-'a-x-t-a,,
0.8,Botlikh,botl1242,маро́жени,noun,"Alekseev, Azayev 2019",мороженое,m-a-r-'o-ᴣ-e-n-i-0-0,m-a-r-'o-ᴣ-i-n-a-j-e,,
0.8,Botlikh,botl1242,мо́рпи,noun,"Alekseev, Azayev 2019",морфий,m-'o-r-p-i-0,m-'o-r-fʲ-i-j,,
0.8,Bagvalal,bagv1239,ВАЃУН,,Magomedova 2004,несметное количество,w-a-g-'u-n,v-a-g-'o-n,,
0.8,Botlikh,botl1242,атре́з,noun,"Alekseev, Azayev 2019",отрез,a-t-r-'e-z,a-t-rʲ-e-s,,
0.8,Tindi,tind1238,ПАРÁС̅И,,Magomedova 2003,палас,p-a-r-'a-s:-i,p-a-l-'a-s-0,,
0.8,Botlikh,botl1242,пе́нси,noun,"Alekseev, Azayev 2019",пенсия,p-'e-n-s-i-0-0,pʲ-'e-n-sʲ-i-j-a,,
0.8,Botlikh,botl1242,пе́нси,noun,"Saidova, Abusov 2012",пенсия,p-'e-n-s-i-0-0,pʲ-'e-n-sʲ-i-j-a,,
0.8,Godoberi,ghod1238,ПÉНСИ,,Saidova 2006,пенсия,p-'e-n-s-i-0-0,pʲ-'e-n-sʲ-i-j-a,,
0.8,Botlikh,botl1242,передави́ца,noun,"Alekseev, Azayev 2019",передовица,p-e-r-e-d-a-w-'i-ts-a,pʲ-i-rʲ-i-d-a-vʲ-'i-ts-a,,
0.8,Godoberi,ghod1238,ПИНЖЯ́К/И,,Saidova 2006,пиджак,p-i-n-ᴣ-'a-kʲ-i,pʲ-i-d-ᴣ-'a-k-0,,
0.8,Botlikh,botl1242,пигIани́р,noun,"Alekseev, Azayev 2019",пионер,p-i-ʕ-a-n-'i-r,pʲ-i-0-a-nʲ-'e-r,,
0.8,Chamalal,cham1309,ПИСТОᴴ,noun III,Magomedova 1999,пистон,p-i-s-t-õ-0,pʲ-i-s-t-'o-n,,
0.8,Bagvalal,bagv1239,ХЪАЗÁХЪ,,Magomedova 2004,плененный раб,q-a-z-'a-q,k-a-z-'a-k,,
0.8,Botlikh,botl1242,пахо́д,noun,"Alekseev, Azayev 2019",поход,p-a-χ-'o-d,p-a-x-'o-t,,
0.8,Karata-Tukita,kara1474,ПАРАЗНИ'К|,,"Magomedova, Khalidova 2001",праздник,p-a-r-a-z-n-'i-k',p-0-r-'a-zʲ-nʲ-i-k,,
0.8,Botlikh,botl1242,приссида́тел,noun,"Alekseev, Azayev 2019",председатель,p-r-i-0-s:-i-d-'a-t-e-l,p-rʲ-i-tʲ-sʲ-i-d-'a-tʲ-i-lʲ,,
0.8,Godoberi,ghod1238,ПИРÁНИК/И,,Saidova 2006,пряник,p-i-r-'a-n-i-kʲ-i,p-0-rʲ-'a-nʲ-i-k-0,,
0.8,Godoberi,ghod1238,ПУ́НТ/У,,Saidova 2006,пуд,p-'u-n-t-u,p-'u-0-t-0,,
0.8,Botlikh,botl1242,хъаза́хъ,noun,"Saidova, Abusov 2012",раб,q-a-z-'a-q,k-a-z-'a-k,,
0.8,Bagvalal,bagv1239,РÁДИВО/РÁДИО,,Magomedova 2004,радио,r-'a-d-i-w-o,r-'a-dʲ-i-0-a,,
0.8,Botlikh,botl1242,ре́зинка,noun,"Alekseev, Azayev 2019",резинка,r-'e-z-i-n-k-a,rʲ-i-zʲ-'i-n-k-a,,
0.8,Botlikh,botl1242,ре́зинка,noun,"Alekseev, Azayev 2019",резиновая обувь,r-'e-z-i-n-k-a,rʲ-i-zʲ-'i-n-k-a,,
0.8,Botlikh,botl1242,реко́рд,,"Alekseev, Azayev 2019",рекорд,r-e-k-'o-r-d,rʲ-i-k-'o-r-t,,
0.8,Godoberi,ghod1238,ЩАЛÁЖ/А,,Saidova 2006,сани,ʃ:-a-l-'a-ᴣ-a,s-a-l-'a-z-a,,
0.8,Godoberi,ghod1238,ЩАЛÁЖ/А,,Saidova 2006,санки,ʃ:-a-l-'a-ᴣ-a,s-a-l-'a-z-a,,
0.8,Bagvalal,bagv1239,БУРÁВ,,Magomedova 2004,сверло,b-u-r-'a-w,b-'u-r-a-f,,
0.8,Karata-Tukita,kara1474,БУРА'В,noun,"Magomedova, Khalidova 2001","сверло, бурав",b-u-r-'a-w,b-'u-r-a-f,,
0.8,Botlikh,botl1242,секрета́р,noun,"Saidova, Abusov 2012",секретарь,s-e-k-r-e-t-'a-r,sʲ-i-k-rʲ-i-t-'a-rʲ,,
0.8,Botlikh,botl1242,се́лсавет//ссаве́т,,"Saidova, Abusov 2012",сельсовет,s-'e-l-s-a-w-e-t,sʲ-e-lʲ-s-a-vʲ-'e-t,,
0.8,Godoberi,ghod1238,САВÉТИ,,Saidova 2006,сельсовет,s-a-w-'e-t-i,s-a-vʲ-'e-t-0,,
0.8,Botlikh,botl1242,вазли́н,noun,"Saidova, Abusov 2012",см. вазили́н,w-a-z-0-l-'i-n,v-a-zʲ-i-lʲ-'i-n,,
0.8,Chamalal,cham1309,СУДА,noun IV,Magomedova 1999,сода,s-u-d-a,s-'o-d-a,,
0.8,Botlikh,botl1242,исби́шка,noun,"Alekseev, Azayev 2019",спичка,i-s-b-'i-ʃ-k-a,0-s-pʲ-'i-tʃ-k-a,,
0.8,Andi,andi1255,испаравка,,Salimov 2010,справка,i-s-p-a-r-a-w-k-a,0-s-p-0-r-'a-f-k-a,,
0.8,Botlikh,botl1242,иста́ж,noun,"Saidova, Abusov 2012",стаж,i-s-t-'a-ᴣ,0-s-t-'a-ʃ,,
0.8,Andi,andi1255,устӏол,,Salimov 2010,стол,u-s-t'-o-l,0-s-t-'o-l,,
0.8,Botlikh,botl1242,осто́р,,"Alekseev, Azayev 2019",стол,o-s-t-'o-r,0-s-t-'o-l,,
0.8,Botlikh,botl1242,усто́р,,"Alekseev, Azayev 2019",стол,u-s-t-'o-r,0-s-t-'o-l,,
0.8,Tindi,tind1238,УСТУ́Л,,Magomedova 2003,стол,u-s-t-'u-l,0-s-t-'o-l,,
0.8,Botlikh,botl1242,истало́й,noun,"Alekseev, Azayev 2019",столовая,i-s-t-a-l-'o-0-0-j-0,0-s-t-a-l-'o-v-a-j-a,,
0.8,Godoberi,ghod1238,ССУКУНÁ,,Saidova 2006,сукно,s:-u-k-u-n-'a,s-u-k-0-n-'o,,
0.8,Chamalal,cham1309,ТАРС,noun III,Magomedova 1999,таз,t-a-r-s,t-'a-0-s,,
0.8,Bagvalal,bagv1239,ТИЙÁ̄ТИР,,Magomedova 2004,театр,t-i-j-'a:-t-i-r,tʲ-i-0-'a-t-0-r,,
0.8,Akhvakh,akhv1239,тетра'ти,noun,"Magomedova, Abdulayeva 2007",тетрадь,t-e-t-r-'a-t-i,tʲ-i-t-r-'a-tʲ-0,,
0.8,Godoberi,ghod1238,ТЕТРÁТ/И,,Saidova 2006,тетрадь,t-e-t-r-'a-t-i,tʲ-i-t-r-'a-tʲ-0,,
0.8,Botlikh,botl1242,торп,,"Alekseev, Azayev 2019",торф,t-o-r-p,t-'o-r-f,,
0.8,Botlikh,botl1242,турб/а́,noun,"Saidova, Abusov 2012",труба,t-u-r-b-'a,t-r-u-b-'a,1,
0.8,Botlikh,botl1242,турба́,noun,"Alekseev, Azayev 2019",труба,t-u-r-b-'a,t-r-u-b-'a,1,
0.8,Godoberi,ghod1238,ТУРБÁ,,Saidova 2006,труба,t-u-r-b-'a,t-r-u-b-'a,1,
0.8,Godoberi,ghod1238,УКÁЗ/И,,Saidova 2006,указ,u-k-'a-z-i,u-k-'a-s-0,,
0.8,Akhvakh,akhv1239,око'ли,noun,"Magomedova, Abdulayeva 2007",укол,o-k-'o-l-i,u-k-'o-l-0,,
0.8,Botlikh,botl1242,уча́ска,,"Alekseev, Azayev 2019",участок,u-tʃ-'a-s-0-k-a,u-tʃ-'a-s-t-a-k,new form,
0.8,Botlikh,botl1242,пане́р,noun,"Alekseev, Azayev 2019",фанера,p-a-n-'e-r-0,f-a-nʲ-'e-r-a,,
0.8,Botlikh,botl1242,пестива́л,,"Alekseev, Azayev 2019",фестиваль,p-e-s-t-i-w-'a-l,fʲ-e-s-tʲ-i-v-'a-lʲ,,
0.8,Akhvakh,akhv1239,пана'ри,noun,"Magomedova, Abdulayeva 2007",фонарь,p-a-n-'a-r-i,f-a-n-'a-rʲ-0,,
0.8,Karata-Tukita,kara1474,ПАНВА'Р,,"Magomedova, Khalidova 2001",фонарь,p-a-n-w-'a-r,f-a-n-0-'a-rʲ,,
0.8,Bagvalal,bagv1239,ХИМ́ИЧЕСКИ,,Magomedova 2004,химический,χ-i-m-'i-tʃ-e-s-k-i-0,xʲ-i-mʲ-'i-tʃ-i-s-kʲ-i-j,,
0.8,Botlikh,botl1242,хими́чески,,"Alekseev, Azayev 2019",химический,χ-i-m-'i-tʃ-e-s-k-i-0,xʲ-i-mʲ-'i-tʃ-i-s-kʲ-i-j,,
0.8,Botlikh,botl1242,хиру́рг,,"Alekseev, Azayev 2019",хирург,χ-i-r-'u-r-g,xʲ-i-r-'u-r-k,,
0.8,Bagvalal,bagv1239,ЧЕᴴПИОНÁТ,,Magomedova 2004,чемпионат,tʃ-ẽ-0-p-i-o-n-'a-t,tʃ-i-m-pʲ-i-a-n-'a-t,,
